# seconds|location|cast|size|中文起→中→末|英文首帧；运动|台词（说话人：原文）|道具|原文锚点
[EP001 死人领工钱]
6|码头|阿砾,闻溪,灰胡子工人|wide|老人靠系船石坐下→阿砾抬头说话→闻溪弯腰笑咳|The grey-bearded worker sits beside a stone bollard, A Li and Wen Xi beside him in dripping clothes; A Li lifts his head and Wen Xi bends with a coughing smile.|阿砾：我还没领工钱。|油灯|我还没领工钱
9|码头|岑鹿,陆照|medium|秤盘摆在箱上→岑鹿放上二百四十铜→陆照接下沉甸钱袋|Cen Lu stands left of a small beam balance on a crate, Lu Zhao to the right; she lays a purse of copper coins on the balance.|岑鹿：干箱搬出来了。救货的钱，不买你以后替我卖命。|钱袋铜钱,保单货箱|救货的钱
6|码头|闻溪,陆照|close|陆照摊开磨破掌心→闻溪涂药包布→陆照将药布钱放下|Lu Zhao's abraded palm rests open above a folded cloth beside Wen Xi's hands; she wraps the palm in a narrow clean bandage.| |药布|磨破的掌心
5|码头|陆照|close|新皮鞘平放→陆照付钱拿起→黑锥慢慢滑入鞘内|Lu Zhao's wrapped hand holds a plain brown leather sheath beside the rope-wrapped black awl; he slides the awl into the sheath.| |黑钢锥,皮鞘,钱袋铜钱|又买一只皮鞘
7|废船|陆照,老人手部|close|三个月前的手部闪回→老人的手将赤薄物按在胸前伤处→盒壳碎成灰|An elderly hand holds a thin ember-red fragment just above young Lu Zhao's linen-covered sternum inside a broken hull; the hand presses down and a small box shell crumbles.|陆照OS：三个月前，我把老人拖出废船。他把最后一枚余烬留给了我。|余烬|最后一枚未用的
13|废船|老人手部|close|老人枯瘦手搭在旧锥柄旁→指节缓缓蜷起→停在陆照手背上|An elderly hand rests beside a hemp-wrapped awl handle in the dim broken hull; the fingers curl against Lu Zhao's hand.|老人OS：添上的痕不会消失，不会耗尽，也没有最后一道。换了锥，仍跟着你；同一个敌人，却只能留下第一次。|黑钢锥,余烬|同一个敌人
8|废船|陆照|close|陆照眼睛半睁→听老人话呼吸起伏→画面淡回眼前|Young Lu Zhao lies with half-open eyes against a weathered hull plank; his chest rises beneath the loose linen collar.|老人OS：你还是这双手、这两条腿。该躲的刀，一刀也别接。| |该躲的刀
8|住屋|陆禾,陆照|medium|陆照站门边恍神→陆禾从小屋探身→示意进屋|Lu He leans out from the small salt-shed room, Lu Zhao standing at its threshold with a plain sheath at his belt; she beckons him inside.|陆禾：站门口也算住。再站一会儿，房主要收看景钱了。|皮鞘|站门口也算住
6|住屋|陆照|close|陆照倒出余钱→铜钱朝歪桌角滚→左手按平桌角|Lu Zhao's wrapped hand tilts his purse above a warped wooden table; he presses the raised corner flat as copper coins roll across it.| |钱袋铜钱|袋里还剩二百铜
7|住屋|陆禾|medium_close|陆禾闻到湿衣味→回身盛热饭→多放一块肉|Lu He stands at the small hearth with her worn apron and a rice bowl; she scoops rice and lays a piece of meat on top.| |双碗|多盛一碗热饭
6|住屋|陆照,陆禾|close|陆照手伸向缺口碗→陆禾收走它→完整碗换到他掌心|Lu Zhao's bandaged hand reaches toward a chipped rice bowl as Lu He's hand holds an intact matching bowl; she exchanges the bowls.|陆禾：活人不用吃剩的。|双碗|活人不用吃剩的
6|住屋|陆照,陆禾|medium|陆照低头捧热碗→将肉分成两半→半块送回姐姐碗里|Lu Zhao sits frame right and Lu He frame left at the small table, the meat resting above his rice; he divides it and returns half to her bowl.| |双碗|送回半块
8|住屋|陆禾,陆照|close|陆禾展开售船纸→指尖停在船头弧角图→陆照抬眼|Lu He's hand unfolds a weathered sale document with a small curved-bow boat drawing beside the two bowls; Lu Zhao raises his eyes toward it.|陆禾：青蟹号。三千铜。|售船纸,双碗|三千铜
8|住屋|陆照|medium_close|陆照看着纸角→掌心扣住二百铜→收回钱袋|Lu Zhao sits with the copper coins under his right palm and the sale paper at frame left; he draws the purse toward himself.|陆照OS：六个月前父亲被押走，我们连船上的旧被都没能拿下来。|钱袋铜钱,售船纸|父亲被押走
6|住屋|陆照|close|陆照系住袋口→抬头看姐姐→钱袋稳稳放桌上|Lu Zhao ties the purse cord at the table with both hands; he lifts his chin toward frame left.|陆照：先不借。我们挣。|钱袋铜钱|我们挣
6|住屋|陆禾|close|陆禾看着弟弟→折好售船纸→压在两只碗下面|Lu He holds the sale paper between her hands above the two bowls; she folds the paper and slides it beneath their bases.| |售船纸,双碗|压在两只碗下面
[EP003 门外三步]
6|盐棚外|陆照|close|翌日铜塞堵住水槽→陆照用同一支锥直刺→清水冲进桶|Lu Zhao's wrapped hand positions the black awl against a copper plug above an empty wooden bucket; he pushes through the plug and water streams into the bucket.| |黑钢锥,铜塞水桶|挣回六十铜
6|盐棚外|陆照,闻溪|medium|六十铜放在碗旁→陆照准备端午饭→闻溪停在门外|Lu Zhao stands beside a bowl of lunch and copper coins at the salt-shed doorway, Wen Xi near the street; he reaches for the bowl as she stops.| |双碗,钱袋铜钱|闻溪忽然站住了
7|盐棚外|葛牙,阿砾|medium|葛牙反拧阿砾胳膊→短刀贴肋边→缺牙嘴朝陆照开口|Ge Ya stands behind A Li with a knife beside his ribs and one arm twisted behind his back; Ge Ya exposes a missing tooth beneath a brown hood.|葛牙：跟我走。|短刀|少一颗牙
5|盐棚外|陆照|medium_close|陆照端饭手停住→把碗放回门内台上→朝街口走近|Lu Zhao holds the lunch bowl at the threshold with his sheath at his right hip; he sets the bowl down inside and steps forward.|陆照：先放他。|双碗,皮鞘|先放他
6|盐棚外|葛牙,阿砾,闻溪|wide|陆照在画外靠近→葛牙推开阿砾→闻溪接住他退向门侧|Ge Ya holds A Li frame left while Wen Xi waits near the doorway frame right; Ge Ya releases A Li toward Wen Xi.| |短刀|将阿砾推给闻溪
5|盐棚外|葛牙,陆照|medium|陆照手伸向锥柄→葛牙刀先划过左肩→陆照缩肩后退|Lu Zhao reaches toward his awl as Ge Ya's knife approaches his left shoulder; the blade grazes his shoulder cloth and Lu Zhao recoils.|葛牙：就这手艺？|短刀,黑钢锥|左肩一热
6|盐棚外|陆照,葛牙|wide|姐姐门在后方画左→陆照瞥见门并横移→向画右晒网架退去|Lu Zhao stands between Ge Ya at frame left and the net-drying rack at frame right, his sister's door behind left; he steps sideways toward the rack.| |短刀,晒网架|他没有往那里退
5|盐棚外|陆照,葛牙|medium|湿网低垂在陆照脚侧→陆照踢起湿网→网盖住追来的刀|A wet fishing net hangs low beside Lu Zhao's right foot while Ge Ya advances with his knife; Lu Zhao kicks the mesh upward across the blade.| |湿网,短刀,晒网架|踢起的湿网
6|盐棚外|葛牙|close|刀背缠着网眼→葛牙用力割网→刀刃在收紧网绳间受阻|Ge Ya's knife is tangled in wet mesh beside a wooden crossbar; he pulls and saws at the taut rope strands.| |湿网,短刀,晒网架|网眼裹住刀背
5|盐棚外|陆照|close|陆照半张脸出现在网侧→锥尖穿过绳眼→贯穿横杆钉住网角|Lu Zhao's face and both hands appear beside the mesh, his short awl aligned with a rope opening and the timber crossbar; he drives the awl through the crossbar to pin the net corner.| |黑钢锥,湿网,晒网架|将网角钉住
5|盐棚外|葛牙,陆照|medium|葛牙抽刀拉紧网→持刀手被牵向横杆→陆照绕到其外侧|Ge Ya's knife hand is trapped in mesh next to the crossbar, Lu Zhao standing outside his right elbow; Ge Ya pulls back and the mesh draws his wrist toward the timber.| |湿网,短刀,晒网架|持刀手被拉向横杆
5|盐棚外|陆照,葛牙|medium|陆照掌压葛牙肘部→夺刀→将刀抛进右下石沟|Lu Zhao braces Ge Ya's right elbow against the rack, the knife still in Ge Ya's hand; Lu Zhao takes the knife and tosses it into the stone gutter.| |短刀,晒网架|扔进石沟
6|盐棚外|葛牙,陆照|medium_close|葛牙空手握拳→一拳击中陆照耳侧→陆照晃头仍压着肘|Ge Ya's free fist is raised beside Lu Zhao's face while Lu Zhao holds the other elbow; Ge Ya strikes the side of his head and Lu Zhao keeps his grip.| |晒网架|一拳打得他耳朵嗡响
7|盐棚外|陆照,葛牙|medium|架上垂绳就在手边→陆照反压双腕绑到柱→葛牙挣动受限|Lu Zhao pins Ge Ya's wrists against the rack post beside a hanging cord; he winds the cord around the wrists and the post.| |湿网,晒网架|缚住
5|盐棚外|阿砾,闻溪|wide|短刀落在右下石沟→阿砾跑去拾刀→退回闻溪后方刀尖向地|A Li stands beside the gutter with the dropped knife visible, Wen Xi waiting near the doorway; he picks it up and steps behind her with its tip down.| |短刀|阿砾跑去捡刀
5|盐棚外|陆照|close|陆照左肩衣料染红→胸前再次短亮一点暖热→他握住锥柄拔回|Lu Zhao's left shoulder cloth has a small dark red patch, his right hand around the awl still in the crossbar; a tiny amber glint appears beneath his collar as he retrieves the awl.| |余烬,黑钢锥,晒网架|第二道热
7|盐棚外|闻溪,守船人|close|棕兜帽落地且守船人赶到→闻溪抖出铜鱼牌→递给守船人|Wen Xi holds a fallen brown hood above her palm while a bronze fish token rests inside it; she tips the token into her palm and hands it to the guard.| |铜鱼牌|铜鱼腰牌
9|盐棚外|闻溪,陆照|medium_close|陆照坐在门边→闻溪剪开左肩衣料→贴药布压住伤处|Lu Zhao sits at the doorway with a shallow left-shoulder scrape beneath parted cloth, Wen Xi holding scissors and a dressing; she trims the cloth and presses the dressing in place.|闻溪：肩只伤了皮肉。能刺，不等于躲得过刀。|药布|能刺，不等于躲得过刀
8|盐棚外|陆禾,陆照|close|陆禾开门→陆照想侧身又停住→她摊平粘住伤口的领边|Lu He stands by the open door with flour on her fingers, Lu Zhao seated with his left shoulder turned slightly away; she spreads the cloth edge beside the dressing.|陆禾：下次先叫我关门。|药布|先叫我关门
10|码头|岑鹿,陆照|medium|下午绳摊旁清障单载明两名拉缆工→岑鹿摊开清障图→指沉桩与会库白线|Cen Lu stands beside Lu Zhao at a rope-stall table with a hand-drawn drainage plan and coiled ropes; she unrolls the plan and points to the submerged pile mark.|岑鹿：六百铜。整根沉桩拖过会库白线，才付。|清障图,新绳|整根沉桩
9|码头|岑鹿|medium_close|岑鹿身旁催款纸压在桌边→画外伙计催款→她收起纸看向陆照|Cen Lu's hand rests on a folded payment demand beside the drainage plan; she folds the demand inward and tucks it into her belt pouch.|伙计OS：这两个去了，西岸尾款就得压到明晚。|清障图,保单货箱|西岸尾款
9|码头|岑鹿|close|岑鹿手停在清障图边→把图推近→手指点窄水道|Cen Lu holds the near edge of the drainage plan on the rope-stall table; she pushes the drawing forward and taps the narrow channel.|岑鹿：底下窄，铁件多。我的人不肯去，我才找你。|清障图|我的人不肯去
8|码头|闻溪,陆照|medium|闻溪看图→敲后舷空位→陆照移开工具箱标记|Wen Xi points at the stern space on the drainage plan while Lu Zhao's bandaged hand rests beside a small box marker; he shifts the marker away.|闻溪：这里留给伤员。别用货堵了。|清障图,工具箱|这里留给伤员
7|码头|陆照,阿砾|medium|陆照付钱买新绳→将四十铜推向阿砾→阿砾迟疑伸手|Lu Zhao stands beside a newly coiled rope with forty copper coins on the table before A Li; he slides the coins toward him.|陆照：从明早算，雇你两天。|新绳,钱袋铜钱|雇你两天
5|码头|阿砾|close|阿砾手停在铜钱前→抬眼看陆照→掌心仍未扣钱|A Li's open palm rests beside the copper coins at the rope stall; he raises his eyes toward screen left.|阿砾：我欠你的。|钱袋铜钱|我欠你的
10|码头|陆照|medium_close|陆照手指点新绳→再指外河→把铜钱推实|Lu Zhao rests his wrapped right hand on the new coil of rope; he points toward the river and pushes the coins farther forward.|陆照：那件先放着。拉绳、看水。我做错了，喊。|新绳,钱袋铜钱|我做错了，喊
10|码头|阿砾,陆照|medium|阿砾将钱收起→问完露笑→陆照点头|A Li stands frame right holding the coins, Lu Zhao frame left beside the rope coil; A Li lifts his chin and Lu Zhao nods.|阿砾：喊了你听？／陆照：听见就得想。／阿砾：那我喊大声点。|钱袋铜钱|喊了你听
10|码头|陆禾,陆照|medium|陆禾已谈妥灶船帮工换铺并带碗包米盐到来→将家用四十铜单装→陆照替她系袋|Lu He carries a cloth bundle containing two bowls and a small rice-and-salt sack, a separate purse on the table; Lu Zhao ties that purse for her.|陆禾：这袋不能算下一回雇人的钱。|双碗,钱袋铜钱,米盐包|四十做家用
8|码头|陆禾,陆照|close|陆禾手托碗包→包裹移到陆照双手→她手停一下才松开|Lu He supports a cloth bundle around the same two bowls opposite Lu Zhao's open hands; she transfers the bundle into his hands.|陆禾：回来也得是两只。|双碗|回来也得是两只
8|码头|陆照|medium|陆照将碗包放船边→扶鞘试双手前送肩痛停顿→抬头看清障水域|Lu Zhao stands beside a small working boat with the bowl bundle set safely down and a plain sheath at his right hip; he tests a short two-handed forward motion, winces at his left shoulder and lifts his eyes toward the water.|陆照OS：六百铜的活在前面。|皮鞘,黑钢锥,双碗,新绳|六百铜的活在前面
